id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
310,stable,medium,200,exponential,2,,sdlog,0.63,0.63,0.55,0.56,0.6,0.61,0.65,0.67,0.71,0.73
311,stable,medium,200,exponential,3,,sdlog,0.63,0.63,0.55,0.56,0.6,0.61,0.65,0.67,0.71,0.73
312,stable,medium,200,exponential,4,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.61,0.63,0.67,0.68
313,stable,medium,200,exponential,5,,sdlog,0.56,0.56,0.49,0.49,0.52,0.54,0.57,0.59,0.62,0.64
314,stable,medium,200,exponential,6,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.59,0.6,0.64,0.66
315,stable,medium,200,exponential,7,,sdlog,0.64,0.64,0.56,0.57,0.6,0.62,0.66,0.68,0.71,0.73
316,stable,medium,200,exponential,8,,sdlog,0.57,0.57,0.5,0.51,0.54,0.56,0.59,0.61,0.64,0.65
317,stable,medium,200,exponential,9,,sdlog,0.52,0.52,0.45,0.46,0.49,0.51,0.54,0.56,0.59,0.6
318,stable,medium,200,exponential,10,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.67
319,stable,medium,200,exponential,11,,sdlog,0.63,0.63,0.55,0.56,0.6,0.62,0.65,0.67,0.71,0.72
320,stable,medium,200,exponential,12,,sdlog,0.64,0.64,0.56,0.57,0.6,0.62,0.65,0.68,0.71,0.73
321,stable,medium,200,exponential,13,,sdlog,0.62,0.61,0.54,0.55,0.58,0.6,0.63,0.65,0.69,0.7
322,stable,medium,200,exponential,14,,sdlog,0.62,0.62,0.54,0.55,0.58,0.6,0.64,0.66,0.69,0.71
323,stable,medium,200,exponential,15,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.66
324,stable,medium,200,exponential,16,,sdlog,0.57,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.63,0.64
325,stable,medium,200,exponential,17,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.67
326,stable,medium,200,exponential,18,,sdlog,0.56,0.55,0.48,0.49,0.52,0.54,0.57,0.59,0.62,0.63
327,stable,medium,200,exponential,19,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.62,0.64,0.68,0.7
328,stable,medium,200,exponential,20,,sdlog,0.61,0.61,0.53,0.54,0.58,0.59,0.63,0.65,0.69,0.7
329,stable,short,200,exponential,1,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.43,0.46,0.47
330,stable,short,200,exponential,2,,sdlog,0.42,0.42,0.36,0.37,0.39,0.4,0.44,0.46,0.49,0.5
331,stable,short,200,exponential,3,,sdlog,0.38,0.38,0.32,0.33,0.35,0.36,0.39,0.41,0.44,0.45
332,stable,short,200,exponential,4,,sdlog,0.43,0.43,0.36,0.37,0.4,0.41,0.45,0.47,0.5,0.51
333,stable,short,200,exponential,5,,sdlog,0.41,0.41,0.35,0.35,0.38,0.39,0.42,0.44,0.47,0.48
334,stable,short,200,exponential,6,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
335,stable,short,200,exponential,7,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
336,stable,short,200,exponential,8,,sdlog,0.4,0.39,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
337,stable,short,200,exponential,9,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.41,0.43,0.46,0.47
338,stable,short,200,exponential,10,,sdlog,0.42,0.42,0.35,0.36,0.38,0.4,0.43,0.45,0.49,0.5
339,stable,short,200,exponential,11,,sdlog,0.47,0.46,0.4,0.4,0.43,0.45,0.48,0.5,0.54,0.55
340,stable,short,200,exponential,12,,sdlog,0.42,0.42,0.35,0.36,0.39,0.4,0.44,0.46,0.49,0.5
341,stable,short,200,exponential,13,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.49
342,stable,short,200,exponential,14,,sdlog,0.43,0.43,0.36,0.37,0.4,0.41,0.45,0.47,0.5,0.52
343,stable,short,200,exponential,15,,sdlog,0.39,0.39,0.33,0.33,0.36,0.37,0.4,0.42,0.46,0.47
344,stable,short,200,exponential,16,,sdlog,0.4,0.4,0.33,0.34,0.37,0.38,0.41,0.43,0.46,0.47
345,stable,short,200,exponential,17,,sdlog,0.39,0.39,0.32,0.33,0.35,0.37,0.4,0.42,0.45,0.46
346,stable,short,200,exponential,18,,sdlog,0.4,0.4,0.33,0.34,0.37,0.38,0.41,0.43,0.46,0.47
347,stable,short,200,exponential,19,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.43,0.47,0.48
348,stable,short,200,exponential,20,,sdlog,0.38,0.38,0.32,0.33,0.35,0.37,0.4,0.41,0.45,0.46
349,120 days,,834,ebola_case_study,,real-time,sdlog,0.62,0.62,0.56,0.57,0.59,0.61,0.63,0.65,0.68,0.68
350,120 days,,1032,ebola_case_study,,retrospective,sdlog,0.6,0.6,0.54,0.55,0.57,0.58,0.61,0.63,0.65,0.66
351,180 days,,3149,ebola_case_study,,real-time,sdlog,0.52,0.52,0.49,0.49,0.5,0.51,0.53,0.54,0.56,0.56
352,180 days,,3532,ebola_case_study,,retrospective,sdlog,0.54,0.54,0.5,0.51,0.52,0.53,0.55,0.57,0.58,0.59
353,240 days,,2399,ebola_case_study,,real-time,sdlog,0.63,0.63,0.58,0.58,0.6,0.61,0.64,0.66,0.68,0.69
354,240 days,,2483,ebola_case_study,,retrospective,sdlog,0.64,0.64,0.58,0.59,0.6,0.62,0.65,0.67,0.69,0.7
355,60 days,,401,ebola_case_study,,real-time,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.67
356,60 days,,428,ebola_case_study,,retrospective,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.61,0.63,0.67,0.68
1,early outbreak,long,10,outbreak,1,,mean,16,11,4.4,4.8,6.7,8.6,14,20,41,61
2,early outbreak,medium,10,outbreak,1,,mean,10,5.5,2.5,2.7,3.6,4.3,7.3,12,30,42
3,early outbreak,short,10,outbreak,1,,mean,9.5,6.7,3.4,3.7,4.7,5.6,8.4,12,24,32
4,late outbreak,long,10,outbreak,1,,mean,15,9.3,5.2,5.6,7,8.1,11,16,38,65
5,late outbreak,medium,10,outbreak,1,,mean,18,11,5.3,5.8,7.5,8.9,13,19,44,70
6,late outbreak,short,10,outbreak,1,,mean,5.1,4.2,2.8,3,3.5,3.9,4.6,5.3,8.2,11
7,near peak,long,10,outbreak,1,,mean,19,9.6,3.4,3.9,5.5,7.3,13,20,59,88
8,near peak,medium,10,outbreak,1,,mean,9.8,7.3,4.4,4.7,5.6,6.4,8.7,11,23,31
9,near peak,short,10,outbreak,1,,mean,3.9,3.7,2.7,2.8,3.2,3.5,3.9,4.2,5.2,5.9
10,past peak,long,10,outbreak,1,,mean,32,18,7.3,8,11,14,25,37,87,130
11,past peak,medium,10,outbreak,1,,mean,12,7.8,3.9,4.3,5.6,6.6,9.8,14,29,42
12,past peak,short,10,outbreak,1,,mean,6.3,4.6,2.6,2.9,3.6,4,5.3,6.6,13,21
13,early outbreak,long,100,outbreak,1,,mean,5.9,5.7,4.3,4.5,5,5.4,6.1,6.7,8.1,8.9
14,early outbreak,medium,100,outbreak,1,,mean,4.3,4.3,3.5,3.7,3.9,4.1,4.4,4.6,5,5.2
15,early outbreak,short,100,outbreak,1,,mean,3.9,3.9,3.2,3.2,3.5,3.7,4.1,4.3,4.7,5
16,late outbreak,long,100,outbreak,1,,mean,8.9,8.7,6.8,7.1,7.7,8.2,9.2,9.9,12,12
17,late outbreak,medium,100,outbreak,1,,mean,6.3,6.3,5.4,5.5,5.9,6.1,6.5,6.7,7.2,7.3
18,late outbreak,short,100,outbreak,1,,mean,3.7,3.7,3.1,3.2,3.4,3.6,3.9,4,4.3,4.4
19,near peak,long,100,outbreak,1,,mean,8.2,7.8,5.7,6,6.7,7.2,8.5,9.4,12,14
20,near peak,medium,100,outbreak,1,,mean,6.1,6.1,5,5.1,5.5,5.8,6.3,6.6,7.3,7.6
21,near peak,short,100,outbreak,1,,mean,3.6,3.6,3,3.1,3.3,3.5,3.8,3.9,4.2,4.2
22,past peak,long,100,outbreak,1,,mean,7.7,7.6,6.3,6.4,6.9,7.3,7.9,8.3,9.3,9.7
23,past peak,medium,100,outbreak,1,,mean,6.1,6,5.1,5.3,5.6,5.9,6.2,6.5,6.9,7.1
24,past peak,short,100,outbreak,1,,mean,3.5,3.5,2.9,3,3.2,3.4,3.7,3.8,4,4.1
25,early outbreak,long,200,outbreak,1,,mean,9.1,8.6,6.2,6.5,7.4,8,9.3,10,13,15
26,early outbreak,medium,200,outbreak,1,,mean,5.3,5.2,4.3,4.4,4.8,5,5.5,5.7,6.3,6.6
27,early outbreak,short,200,outbreak,1,,mean,3.4,3.4,2.8,2.9,3.1,3.3,3.6,3.7,3.9,4
28,late outbreak,long,200,outbreak,1,,mean,7.4,7.4,6.2,6.3,6.8,7.1,7.6,8,8.6,8.9
29,late outbreak,medium,200,outbreak,1,,mean,6.4,6.4,5.5,5.7,6,6.2,6.5,6.8,7.1,7.3
30,late outbreak,short,200,outbreak,1,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4.1,4.2
31,near peak,long,200,outbreak,1,,mean,10,9.8,7.6,7.9,8.7,9.2,10,11,13,14
32,near peak,medium,200,outbreak,1,,mean,7,6.9,5.8,5.9,6.4,6.6,7.2,7.5,8.1,8.4
33,near peak,short,200,outbreak,1,,mean,3.5,3.5,2.9,3,3.1,3.3,3.6,3.8,3.9,4
34,past peak,long,200,outbreak,1,,mean,7.4,7.4,6.3,6.5,6.9,7.2,7.6,7.9,8.5,8.7
35,past peak,medium,200,outbreak,1,,mean,6.5,6.5,5.6,5.7,6.1,6.3,6.6,6.9,7.2,7.4
36,past peak,short,200,outbreak,1,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
37,early outbreak,long,400,outbreak,1,,mean,8.1,7.9,6.2,6.4,7.1,7.5,8.3,8.9,10,11
38,early outbreak,medium,400,outbreak,1,,mean,5,5,4.3,4.4,4.6,4.8,5.1,5.3,5.6,5.7
39,early outbreak,short,400,outbreak,1,,mean,3.5,3.5,3,3,3.2,3.4,3.7,3.8,4,4
40,late outbreak,long,400,outbreak,1,,mean,7.9,7.9,7,7.1,7.4,7.7,8.1,8.3,8.8,8.9
41,late outbreak,medium,400,outbreak,1,,mean,5.9,5.9,5.2,5.3,5.6,5.7,6,6.2,6.5,6.5
42,late outbreak,short,400,outbreak,1,,mean,3.7,3.7,3.1,3.2,3.3,3.5,3.8,4,4.1,4.2
43,near peak,long,400,outbreak,1,,mean,7.8,7.8,6.5,6.7,7.2,7.5,8.1,8.4,9.2,9.5
44,near peak,medium,400,outbreak,1,,mean,5.7,5.7,5,5.1,5.4,5.6,5.9,6.1,6.3,6.5
45,near peak,short,400,outbreak,1,,mean,3.6,3.5,3,3.1,3.2,3.4,3.7,3.9,4,4.1
46,past peak,long,400,outbreak,1,,mean,7.4,7.4,6.4,6.5,6.9,7.2,7.6,7.8,8.2,8.4
47,past peak,medium,400,outbreak,1,,mean,5.9,5.9,5.3,5.4,5.6,5.8,6.1,6.2,6.5,6.6
48,past peak,short,400,outbreak,1,,mean,3.5,3.5,3,3.1,3.2,3.4,3.7,3.8,4,4
49,decay,long,200,exponential,1,,mean,9,8.9,7.4,7.6,8.2,8.5,9.3,9.8,11,11
50,decay,long,200,exponential,2,,mean,9.4,9.2,7.6,7.8,8.4,8.9,9.6,10,11,12
51,decay,long,200,exponential,3,,mean,10,10,8.2,8.4,9.1,9.6,11,11,13,14
52,decay,long,200,exponential,4,,mean,7.8,7.7,6.6,6.7,7.2,7.5,8,8.3,9,9.4
53,decay,long,200,exponential,5,,mean,7.5,7.5,6.3,6.5,6.9,7.2,7.7,8,8.7,9
54,decay,long,200,exponential,6,,mean,8.7,8.5,6.9,7.1,7.8,8.2,9,9.5,11,11
55,decay,long,200,exponential,7,,mean,9.9,9.8,7.8,8.1,8.8,9.3,10,11,12,13
56,decay,long,200,exponential,8,,mean,8.7,8.5,7.1,7.3,7.9,8.2,8.9,9.4,10,11
57,decay,long,200,exponential,9,,mean,8.1,8,6.7,6.9,7.4,7.7,8.3,8.7,9.5,9.9
58,decay,long,200,exponential,10,,mean,7.8,7.7,6.5,6.7,7.2,7.4,8,8.4,9,9.3
59,decay,long,200,exponential,11,,mean,8.8,8.7,7.2,7.4,8,8.3,9.1,9.5,11,11
60,decay,long,200,exponential,12,,mean,8.2,8.1,6.8,7,7.5,7.9,8.4,8.8,9.7,10
61,decay,long,200,exponential,13,,mean,7.9,7.8,6.6,6.8,7.2,7.5,8.1,8.4,9.2,9.5
62,decay,long,200,exponential,14,,mean,7.2,7.1,6,6.2,6.6,6.9,7.4,7.7,8.4,8.8
63,decay,long,200,exponential,15,,mean,9.3,9.2,7.6,7.8,8.4,8.9,9.6,10,11,12
64,decay,long,200,exponential,16,,mean,8.2,8.2,6.8,7,7.5,7.9,8.5,8.9,9.7,10
65,decay,long,200,exponential,17,,mean,8,8,6.7,6.9,7.4,7.7,8.3,8.7,9.5,9.9
66,decay,long,200,exponential,18,,mean,7.1,7,6,6.1,6.6,6.8,7.3,7.6,8.1,8.3
67,decay,long,200,exponential,19,,mean,7.2,7.2,6.2,6.3,6.7,7,7.4,7.7,8.3,8.5
68,decay,long,200,exponential,20,,mean,8.1,8.1,6.8,7,7.5,7.8,8.4,8.7,9.6,9.9
69,decay,medium,200,exponential,1,,mean,6.8,6.8,5.9,6,6.4,6.6,7,7.2,7.6,7.8
70,decay,medium,200,exponential,2,,mean,6.1,6.1,5.3,5.4,5.7,5.9,6.3,6.5,6.8,7
71,decay,medium,200,exponential,3,,mean,6.3,6.3,5.5,5.6,5.9,6.1,6.5,6.7,7,7.2
72,decay,medium,200,exponential,4,,mean,6.1,6.1,5.3,5.4,5.7,5.9,6.2,6.5,6.8,7
73,decay,medium,200,exponential,5,,mean,6.2,6.2,5.4,5.6,5.8,6,6.4,6.6,6.9,7.1
74,decay,medium,200,exponential,6,,mean,5.9,5.8,5.1,5.2,5.5,5.7,6,6.2,6.5,6.7
75,decay,medium,200,exponential,7,,mean,5.9,5.9,5.2,5.3,5.6,5.8,6.1,6.3,6.6,6.7
76,decay,medium,200,exponential,8,,mean,6.6,6.6,5.7,5.8,6.2,6.4,6.8,7.1,7.5,7.8
77,decay,medium,200,exponential,9,,mean,6,6,5.3,5.4,5.7,5.9,6.2,6.4,6.7,6.9
78,decay,medium,200,exponential,10,,mean,6.2,6.2,5.4,5.5,5.8,6,6.4,6.6,6.9,7.1
79,decay,medium,200,exponential,11,,mean,6.2,6.2,5.4,5.5,5.8,6,6.3,6.5,6.9,7
80,decay,medium,200,exponential,12,,mean,5.6,5.6,4.9,5,5.3,5.5,5.8,6,6.3,6.4
81,decay,medium,200,exponential,13,,mean,5.7,5.7,5,5.1,5.4,5.6,5.9,6.1,6.4,6.5
82,decay,medium,200,exponential,14,,mean,6.5,6.5,5.6,5.7,6.1,6.3,6.7,6.9,7.4,7.5
83,decay,medium,200,exponential,15,,mean,5.8,5.8,5,5.1,5.4,5.6,5.9,6.1,6.5,6.6
84,decay,medium,200,exponential,16,,mean,5.3,5.3,4.6,4.7,5,5.1,5.5,5.6,5.9,6.1
85,decay,medium,200,exponential,17,,mean,5.5,5.5,4.7,4.8,5.1,5.3,5.6,5.8,6.1,6.2
86,decay,medium,200,exponential,18,,mean,6.3,6.3,5.5,5.6,5.9,6.1,6.5,6.7,7,7.2
87,decay,medium,200,exponential,19,,mean,5.3,5.3,4.6,4.7,4.9,5.1,5.4,5.6,5.9,6
88,decay,medium,200,exponential,20,,mean,5.7,5.7,4.9,5,5.3,5.5,5.8,6,6.3,6.5
89,decay,short,200,exponential,1,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
90,decay,short,200,exponential,2,,mean,3.4,3.4,2.9,3,3.1,3.3,3.6,3.7,3.9,4
91,decay,short,200,exponential,3,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.2
92,decay,short,200,exponential,4,,mean,3.5,3.5,3,3,3.2,3.4,3.7,3.8,4,4.1
93,decay,short,200,exponential,5,,mean,3.6,3.6,3,3.1,3.2,3.4,3.7,3.8,4,4.1
94,decay,short,200,exponential,6,,mean,3.7,3.7,3.2,3.2,3.4,3.6,3.9,4,4.2,4.3
95,decay,short,200,exponential,7,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,3.9,4
96,decay,short,200,exponential,8,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.2
97,decay,short,200,exponential,9,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.2
98,decay,short,200,exponential,10,,mean,3.8,3.8,3.2,3.3,3.5,3.6,3.9,4.1,4.3,4.3
99,decay,short,200,exponential,11,,mean,3.5,3.5,3,3,3.2,3.4,3.6,3.8,4,4
100,decay,short,200,exponential,12,,mean,3.5,3.5,3,3.1,3.2,3.4,3.7,3.8,4,4.1
101,decay,short,200,exponential,13,,mean,3.7,3.7,3.1,3.2,3.4,3.5,3.8,4,4.2,4.2
102,decay,short,200,exponential,14,,mean,3.7,3.7,3.1,3.2,3.4,3.5,3.8,4,4.2,4.3
103,decay,short,200,exponential,15,,mean,3.7,3.7,3.2,3.2,3.4,3.5,3.8,4,4.2,4.2
104,decay,short,200,exponential,16,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
105,decay,short,200,exponential,17,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4.1,4.1
106,decay,short,200,exponential,18,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.2
107,decay,short,200,exponential,19,,mean,3.5,3.5,3,3.1,3.2,3.4,3.7,3.8,4,4.1
108,decay,short,200,exponential,20,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4.1,4.1
109,fast decay,long,200,exponential,1,,mean,8,7.9,6.7,6.8,7.3,7.7,8.2,8.6,9.4,9.8
110,fast decay,long,200,exponential,2,,mean,7,7,6,6.2,6.5,6.8,7.2,7.4,7.9,8.2
111,fast decay,long,200,exponential,3,,mean,8.3,8.3,7.1,7.2,7.7,8,8.5,8.9,9.6,10
112,fast decay,long,200,exponential,4,,mean,9.5,9.4,7.8,8,8.7,9.1,9.8,10,11,12
113,fast decay,long,200,exponential,5,,mean,7.2,7.2,6.1,6.3,6.7,6.9,7.4,7.7,8.2,8.5
114,fast decay,long,200,exponential,6,,mean,7.9,7.8,6.7,6.9,7.3,7.6,8.1,8.4,9.1,9.3
115,fast decay,long,200,exponential,7,,mean,8.5,8.5,7.1,7.3,7.8,8.2,8.8,9.2,10,10
116,fast decay,long,200,exponential,8,,mean,8.7,8.6,7.1,7.4,7.9,8.3,8.9,9.4,10,11
117,fast decay,long,200,exponential,9,,mean,7.1,7.1,6.1,6.2,6.6,6.9,7.3,7.6,8.2,8.5
118,fast decay,long,200,exponential,10,,mean,8.3,8.2,7,7.2,7.7,8,8.5,8.9,9.7,10
119,fast decay,long,200,exponential,11,,mean,7.8,7.7,6.6,6.7,7.2,7.5,8,8.3,9.1,9.4
120,fast decay,long,200,exponential,12,,mean,9.1,8.9,7.4,7.6,8.2,8.6,9.3,9.8,11,11
121,fast decay,long,200,exponential,13,,mean,8.4,8.3,7,7.2,7.7,8,8.7,9.1,10,10
122,fast decay,long,200,exponential,14,,mean,9.3,9.1,7.6,7.8,8.4,8.8,9.5,10,11,12
123,fast decay,long,200,exponential,15,,mean,7.3,7.3,6.3,6.4,6.8,7.1,7.5,7.8,8.3,8.6
124,fast decay,long,200,exponential,16,,mean,9,8.9,7.7,7.8,8.4,8.7,9.3,9.6,10,11
125,fast decay,long,200,exponential,17,,mean,9.5,9.4,7.8,8,8.6,9,9.8,10,12,12
126,fast decay,long,200,exponential,18,,mean,10,10,8.2,8.4,9.2,9.7,11,11,13,14
127,fast decay,long,200,exponential,19,,mean,7.9,7.8,6.6,6.8,7.2,7.5,8.1,8.4,9.1,9.4
128,fast decay,long,200,exponential,20,,mean,7.7,7.7,6.6,6.7,7.2,7.4,7.9,8.2,8.8,9.1
129,fast decay,medium,200,exponential,1,,mean,6.1,6.1,5.2,5.4,5.7,5.9,6.2,6.4,6.8,7
130,fast decay,medium,200,exponential,2,,mean,5.8,5.8,5.1,5.2,5.5,5.6,6,6.1,6.4,6.6
131,fast decay,medium,200,exponential,3,,mean,5.4,5.4,4.7,4.8,5.1,5.3,5.6,5.8,6.1,6.2
132,fast decay,medium,200,exponential,4,,mean,6.1,6.1,5.4,5.5,5.8,6,6.3,6.5,6.7,6.9
133,fast decay,medium,200,exponential,5,,mean,5.5,5.5,4.8,4.9,5.2,5.4,5.7,5.9,6.2,6.4
134,fast decay,medium,200,exponential,6,,mean,5.7,5.7,4.9,5,5.3,5.5,5.9,6,6.4,6.5
135,fast decay,medium,200,exponential,7,,mean,6.1,6.1,5.3,5.4,5.8,6,6.3,6.5,6.9,7.1
136,fast decay,medium,200,exponential,8,,mean,5.8,5.8,5.1,5.2,5.5,5.7,6,6.2,6.5,6.6
137,fast decay,medium,200,exponential,9,,mean,6,6,5.2,5.3,5.6,5.8,6.1,6.3,6.6,6.8
138,fast decay,medium,200,exponential,10,,mean,5.9,5.9,5.2,5.3,5.6,5.7,6.1,6.2,6.5,6.7
139,fast decay,medium,200,exponential,11,,mean,6,6,5.2,5.3,5.6,5.8,6.2,6.4,6.7,6.9
140,fast decay,medium,200,exponential,12,,mean,6,6,5.3,5.4,5.7,5.8,6.2,6.4,6.7,6.8
141,fast decay,medium,200,exponential,13,,mean,5.7,5.7,5,5.1,5.4,5.6,5.9,6.1,6.4,6.5
142,fast decay,medium,200,exponential,14,,mean,6.4,6.4,5.6,5.7,6,6.2,6.5,6.7,7.1,7.3
143,fast decay,medium,200,exponential,15,,mean,5.6,5.6,4.9,5,5.2,5.4,5.7,5.9,6.2,6.4
144,fast decay,medium,200,exponential,16,,mean,6.2,6.2,5.5,5.6,5.9,6,6.3,6.5,6.8,7
145,fast decay,medium,200,exponential,17,,mean,6,6,5.2,5.3,5.6,5.8,6.2,6.4,6.8,7
146,fast decay,medium,200,exponential,18,,mean,5.9,5.9,5.2,5.3,5.6,5.8,6.1,6.3,6.6,6.8
147,fast decay,medium,200,exponential,19,,mean,6.2,6.2,5.4,5.5,5.8,6,6.3,6.5,6.9,7
148,fast decay,medium,200,exponential,20,,mean,6.4,6.4,5.6,5.7,6,6.2,6.6,6.8,7.1,7.3
149,fast decay,short,200,exponential,1,,mean,3.5,3.5,3,3,3.2,3.3,3.7,3.8,4,4.1
150,fast decay,short,200,exponential,2,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.2
151,fast decay,short,200,exponential,3,,mean,3.5,3.5,3,3,3.2,3.3,3.6,3.8,4,4.1
152,fast decay,short,200,exponential,4,,mean,3.5,3.5,2.9,3,3.2,3.3,3.7,3.8,4,4.1
153,fast decay,short,200,exponential,5,,mean,3.2,3.2,2.7,2.7,2.9,3.1,3.4,3.5,3.7,3.8
154,fast decay,short,200,exponential,6,,mean,3.5,3.5,3,3.1,3.2,3.4,3.7,3.9,4,4.1
155,fast decay,short,200,exponential,7,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4.1,4.2
156,fast decay,short,200,exponential,8,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.2
157,fast decay,short,200,exponential,9,,mean,3.6,3.6,3.1,3.1,3.3,3.5,3.8,3.9,4.1,4.1
158,fast decay,short,200,exponential,10,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4,4.1
159,fast decay,short,200,exponential,11,,mean,3.7,3.7,3.2,3.2,3.4,3.6,3.9,4,4.2,4.3
160,fast decay,short,200,exponential,12,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
161,fast decay,short,200,exponential,13,,mean,3.7,3.7,3.2,3.2,3.4,3.6,3.9,4,4.2,4.3
162,fast decay,short,200,exponential,14,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
163,fast decay,short,200,exponential,15,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
164,fast decay,short,200,exponential,16,,mean,3.5,3.5,2.9,3,3.2,3.3,3.6,3.8,4,4
165,fast decay,short,200,exponential,17,,mean,3.8,3.7,3.2,3.3,3.5,3.6,3.9,4.1,4.3,4.3
166,fast decay,short,200,exponential,18,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4.1,4.1
167,fast decay,short,200,exponential,19,,mean,3.6,3.6,3,3.1,3.3,3.4,3.7,3.9,4.1,4.2
168,fast decay,short,200,exponential,20,,mean,3.5,3.5,3,3,3.2,3.4,3.7,3.8,4,4.1
169,fast growth,long,200,exponential,1,,mean,7.8,7.6,5.7,6,6.7,7.1,8.1,8.7,10,11
170,fast growth,long,200,exponential,2,,mean,6.6,6.5,5.3,5.4,5.9,6.2,6.8,7.3,8.2,8.6
171,fast growth,long,200,exponential,3,,mean,8.4,8.1,6.3,6.6,7.2,7.7,8.7,9.4,11,12
172,fast growth,long,200,exponential,4,,mean,6.8,6.7,5.3,5.5,6,6.4,7,7.5,8.6,9.2
173,fast growth,long,200,exponential,5,,mean,8.3,8,6.4,6.5,7.3,7.7,8.5,9.2,11,12
174,fast growth,long,200,exponential,6,,mean,7.7,7.4,5.8,6,6.7,7.1,7.9,8.5,10,11
175,fast growth,long,200,exponential,7,,mean,7.3,7.1,5.6,5.8,6.4,6.7,7.6,8.2,9.5,10
176,fast growth,long,200,exponential,8,,mean,11,10,7.1,7.4,8.5,9.2,11,12,15,17
177,fast growth,long,200,exponential,9,,mean,7.4,7.3,5.9,6.1,6.6,7,7.7,8.2,9.1,9.6
178,fast growth,long,200,exponential,10,,mean,7,6.8,5.4,5.6,6.2,6.5,7.2,7.7,8.7,9.2
179,fast growth,long,200,exponential,11,,mean,8.1,7.9,6,6.3,7,7.5,8.4,9.1,11,12
180,fast growth,long,200,exponential,12,,mean,7.6,7.4,5.8,6,6.6,7,7.9,8.4,9.7,10
181,fast growth,long,200,exponential,13,,mean,8,7.9,6.1,6.3,7,7.4,8.3,9,10,11
182,fast growth,long,200,exponential,14,,mean,9.7,9.3,6.8,7.1,8,8.7,10,11,13,15
183,fast growth,long,200,exponential,15,,mean,7.8,7.6,6,6.2,6.8,7.2,8,8.6,10,11
184,fast growth,long,200,exponential,16,,mean,7.5,7.4,5.9,6,6.6,7,7.8,8.3,9.5,10
185,fast growth,long,200,exponential,17,,mean,8.7,8.4,6.1,6.4,7.2,7.8,9.1,9.9,12,13
186,fast growth,long,200,exponential,18,,mean,7.7,7.5,5.8,6,6.6,7.1,8,8.6,10,11
187,fast growth,long,200,exponential,19,,mean,7.6,7.4,5.8,6,6.6,7,7.9,8.5,10,11
188,fast growth,long,200,exponential,20,,mean,9.9,9.5,7,7.3,8.2,8.9,10,11,14,15
189,fast growth,medium,200,exponential,1,,mean,6.6,6.5,5.4,5.5,6,6.3,6.8,7.1,7.9,8.3
190,fast growth,medium,200,exponential,2,,mean,5.5,5.5,4.6,4.7,5.1,5.3,5.7,6,6.5,6.7
191,fast growth,medium,200,exponential,3,,mean,6.1,6,4.9,5.1,5.5,5.8,6.2,6.6,7.2,7.5
192,fast growth,medium,200,exponential,4,,mean,5.7,5.7,4.7,4.8,5.2,5.5,5.9,6.2,6.8,7
